,date,sec_name,i_weight,PCT_CHG_PER,INDUSTRY_CSRC12,FA_ROICEBIT_TTM,FA_OCFTOOR_TTM,FA_DEBTTOASSET,FA_NPGR_TTM,FA_ORGR_TTM,TECH_PRICE1Y,PE_TTM,VAL_MVTOEBITDA_TTM,PB_LF,BETA_24M,ANNUALSTDEVR_24M
603188.SH,2018/8/31 0:00,ST亚邦,0.116,-10.33755274,化学原料及化学制品制造业,12.9287,23.7731,31.3569,-41.5587,6.4861,-0.37847156,12.80072689,7.4009,1.582000732,1.277999997,21.71679878
600729.SH,2018/8/31 0:00,重庆百货,0.213,-4.730949801,零售业,14.8219,3.5308,56.3093,65.0059,4.4252,-0.085695,12.85285091,8.1717,1.969379663,0.795000017,29.79647064
000039.SZ,2018/8/31 0:00,中集集团,0.301,6.501831502,金属制品业,5.7588,4.7267,69.8803,45.4703,41.8617,-0.29089149,12.96431446,4.4484,1.132148504,1.547799945,29.07801628
300182.SZ,2018/8/31 0:00,捷成股份,0.249,-5.601317957,广播、电视、电影和影视录音制作业,9.4584,10.4513,36.7871,1.1482,29.3484,-0.33066673,13.12955761,4.1911,1.451278567,0.837700009,22.54922295
000937.SZ,2018/8/31 0:00,冀中能源,0.133,1.741293532,煤炭开采和洗选业,6.4441,19.165,53.2252,54.0609,14.7715,-0.19764192,13.15087986,3.8098,0.729346633,1.478099942,30.90636826
603444.SH,2018/8/31 0:00,吉比特,0.111,-9.911073953,互联网和相关服务,35.0853,56.4616,22.2784,7.5138,3.22,-0.27994664,13.20231438,8.9147,3.407953262,,
002118.SZ,2018/8/31 0:00,紫鑫药业,0.085,-7.462686567,医药制造业,10.2339,-32.1684,52.6157,112.7143,85.297,-0.25647586,13.28224659,7.4648,1.621683121,0.9745,30.55337715
600167.SH,2018/8/31 0:00,联美控股,0.062,-3.00120048,电力、热力生产和供应业,15.6132,27.75,27.3373,27.8555,12.8501,-0.28777555,13.31546497,9.5678,1.900449991,1.392400026,28.46486855
000598.SZ,2018/8/31 0:00,兴蓉环境,0.231,3.529411765,水的生产和供应业,8.7065,44.5664,44.1176,16.3259,16.6829,-0.09477745,13.4984951,6.8806,1.315786123,0.978699982,18.15916634
600160.SH,2018/8/31 0:00,巨化股份,0.311,-2.288021534,化学原料及化学制品制造业,15.2926,12.6857,19.5966,135.3148,31.9917,-0.12469544,13.58628559,8.1123,1.705472469,0.749899983,28.02111816
600270.SH,2018/8/31 0:00,外运发展,0.22,3.247082699,装卸搬运和其他运输代理,15.2838,6.2489,22.6529,18.8068,28.0253,0.07517682,13.60179138,12.6733,2.251965284,0.763899982,23.036623
600623.SH,2018/8/31 0:00,华谊集团,0.147,-0.795454545,化学原料及化学制品制造业,6.7099,10.1926,50.174,137.0792,-6.8889,-0.0994801,13.65159321,5.1169,1.059322357,0.880200028,35.72631836
600338.SH,2018/8/31 0:00,西藏珠峰,0.136,1.077682982,有色金属矿采选业,36.1326,47.3056,49.9085,12.3075,20.1726,-0.31815003,13.68994236,10.0367,6.722524166,0.627399981,41.04336929
002589.SZ,2018/8/31 0:00,瑞康医药,0.382,-15.30524506,批发业,14.015,-12.1943,67.1085,44.5193,48.778,-0.27043573,13.79432583,5.7766,1.800061822,-0.033399999,23.12080002
600718.SH,2018/8/31 0:00,东软集团,0.319,1.123595506,软件和信息技术服务业,9.8211,2.1577,26.9908,-50.1676,2.0248,-0.16801493,13.83994007,11.2422,1.614434242,0.181899995,28.02770042
601811.SH,2018/8/31 0:00,新华文轩,0.045,2.800829876,新闻和出版业,9.749,10.6739,38.1063,11.4684,13.4237,-0.15125637,13.9770689,12.7598,1.500883341,1.029099941,30.38640594
300197.SZ,2018/8/31 0:00,铁汉生态,0.223,0,土木工程建筑业,9.2484,-8.6441,70.5394,42.1623,74.5436,,14.02611923,7.8011,1.904758811,0.0228,33.17778015
002503.SZ,2018/8/31 0:00,搜于特,0.119,-2.821316614,纺织服装、服饰业,13.157,-2.3696,45.7082,34.2887,113.8168,-0.32940398,14.06178665,7.3626,1.799078345,0.581900001,22.56654358
600545.SH,2018/8/31 0:00,卓郎智能,0.134,-0.129198966,专用设备制造业,20.4374,-8.86,74.9389,934.4251,346.5279,-0.16130379,14.06282806,8.8534,5.758464336,1.678200006,59.04769135
601928.SH,2018/8/31 0:00,凤凰传媒,0.14,2.218700475,新闻和出版业,8.86,15.5784,35.6715,-3.1867,1.9545,-0.11418728,14.13327503,10.8531,1.2836622,0.665199995,11.46790886
000078.SZ,2018/8/31 0:00,海王生物,0.187,-0.765306122,零售业,10.2279,-8.1281,80.3299,35.7009,102.0235,-0.28279994,14.15196133,5.0899,1.762554884,0.754400015,19.34181213
600260.SH,2018/8/31 0:00,凯乐科技,0.26,4.289405685,计算机、通信和其他电子设备制造业,14.8787,10.7318,70.2638,101.8755,27.7026,-0.28843139,14.18708611,7.941,2.715940714,0.804199994,34.45083618
600642.SH,2018/8/31 0:00,申能股份,0.42,2.131782946,燃气生产和供应业,7.403,5.6463,41.7849,-23.7968,18.2462,-0.02381191,14.25427723,4.6455,0.989548147,0.756900012,11.91339207
600388.SH,2018/8/31 0:00,龙净环保,0.237,-2.818270165,专用设备制造业,14.159,5.021,71.443,7.0725,4.2987,-0.30069215,14.27021408,10.2141,2.341362715,0.351099998,31.08338356
300418.SZ,2018/8/31 0:00,昆仑万维,0.27,1.174033149,互联网和相关服务,18.8917,24.5334,37.8417,100.9862,18.0929,-0.31563239,14.33274078,9.1966,2.569232941,1.450799942,33.35860443
300376.SZ,2018/8/31 0:00,易事特,0.133,-2.874743326,电气机械及器材制造业,11.5248,7.6785,55.7496,20.1121,7.0044,-0.24512849,14.48799801,10.0917,2.360738277,0.123000003,61.0267334
000008.SZ,2018/8/31 0:00,神州高铁,0.267,-4.22832981,铁路、船舶、航空航天和其他运输设备制造业,12.9125,-28.0842,27.2238,61.6714,36.303,-0.36495415,14.51737499,11.2336,1.813889742,1.282600045,26.02441025
600120.SH,2018/8/31 0:00,浙江东方,0.165,5.819672131,批发业,9.1475,2.5446,44.5931,24.1192,82.1039,-0.21438624,14.62537098,9.7415,1.156352162,0.810000002,21.220047
600216.SH,2018/8/31 0:00,浙江医药,0.177,-0.31120332,医药制造业,9.0165,7.644,19.1189,79.3793,28.8564,-0.26967452,14.68967533,8.1388,1.203181624,0.663699985,30.63339615
600881.SH,2018/8/31 0:00,亚泰集团,0.179,1.966292135,非金属矿物制品业,11.6654,32.852,65.9589,1156.2579,69.7598,-0.20648609,14.75767326,1.9483,0.800064981,1.200600028,24.50193787
600060.SH,2018/8/31 0:00,海信电器,0.238,2.226720648,计算机、通信和其他电子设备制造业,6.1679,11.583,37.7315,-30.2555,4.1874,-0.27212392,14.79883957,8.4864,0.949903965,1.12590003,26.29010582
002709.SZ,2018/8/31 0:00,天赐材料,0.125,7.612903226,化学原料及化学制品制造业,19.9604,-16.647,32.1968,50.4439,4.692,-0.3922024,14.80708504,10.4455,3.031111479,1.376399994,51.88115692
603556.SH,2018/8/31 0:00,海兴电力,0.086,-0.657894737,仪器仪表制造业,9.1894,19.6308,24.2306,-19.5411,10.3825,-0.42605529,14.83368015,12.802,1.406603098,,
600750.SH,2018/8/31 0:00,江中药业,0.115,-1.338432122,医药制造业,16.0922,15.0117,13.2013,10.6701,12.4497,-0.14550924,14.92170811,11.9046,2.161030531,0.328000009,22.75741577
002056.SZ,2018/8/31 0:00,横店东磁,0.168,-5.927051672,电气机械及器材制造业,15.2121,13.9633,24.6924,48.8715,24.2234,-0.31258334,14.99940395,9.4994,2.140642166,0.855300009,37.99565125
000877.SZ,2018/8/31 0:00,天山股份,0.158,-3.571428571,非金属矿物制品业,8.3752,18.7458,52.0245,261.4338,32.9832,-0.1977243,15.00071049,3.835,1.094931602,2.102900028,68.51576996
600643.SH,2018/8/31 0:00,爱建集团,0.303,4.222222222,其他金融业,9.0683,-170.975,52.7553,51.1117,15.8836,-0.14214057,15.06230831,9.8062,1.677535295,0.546299994,22.74078751
000426.SZ,2018/8/31 0:00,兴业矿业,0.148,-5.296950241,有色金属矿采选业,13.8552,42.7102,38.1951,163.212,70.6157,-0.37667073,15.24575806,7.461,1.907981515,1.655599952,35.45196152
600594.SH,2018/8/31 0:00,益佰制药,0.143,-1.517241379,医药制造业,8.5736,8.1911,34.5805,-8.1947,-4.1964,-0.29876179,15.28832722,7.7621,1.295577288,0.901499987,31.56108284
601689.SH,2018/8/31 0:00,拓普集团,0.11,1.093560146,汽车制造业,10.0157,13.9101,36.5584,7.7065,26.5227,-0.23492283,15.36863995,10.1848,1.753646851,-0.168599993,23.25347519
600687.SH,2018/8/31 0:00,刚泰控股,0.055,-5.239179954,其他制造业,7.3886,-10.3822,52.7042,-18.7561,1.0141,-0.60194681,15.5255518,6.9165,1.007207394,1.164199948,40.20782852
600195.SH,2018/8/31 0:00,中牧股份,0.132,0.969305331,医药制造业,11.9708,9.2141,34.605,46.7726,19.2626,-0.0949241,15.72351646,9.3686,2.007811785,0.278200001,20.37515259
002818.SZ,2018/8/31 0:00,富森美,0.1,1.870679138,商务服务业,18.8148,73.4689,21.184,16.6683,10.983,-0.13132587,15.81362057,10.3088,2.550153494,,
600582.SH,2018/8/31 0:00,天地科技,0.189,5.852417303,专用设备制造业,9.5851,4.7134,45.7627,21.6773,26.9948,-0.03140529,15.91072178,7.6441,1.125291109,1.138499975,24.01280594
600557.SH,2018/8/31 0:00,康缘药业,0.137,-4.142581888,医药制造业,11.7083,12.1772,30.795,2.918,9.3342,-0.24094426,15.96993351,9.3202,1.680372357,0.716400027,18.36008453
000400.SZ,2018/8/31 0:00,许继电气,0.138,25.43741588,电气机械及器材制造业,9.5545,1.6969,44.6002,-32.0875,-2.3641,-0.16868555,16.05637169,9.7504,1.2224406,0.632499993,26.50626564
600528.SH,2018/8/31 0:00,中铁工业,0.355,-0.196656834,专用设备制造业,6.4453,4.3562,56.8955,74.0497,-57.2502,-0.10685122,16.06965828,10.6641,1.510434747,1.450999975,28.74996567
002064.SZ,2018/8/31 0:00,华峰氨纶,0.152,-0.697674419,化学纤维制造业,12.4786,14.1126,33.2526,46.092,30.1013,-0.09491302,16.23219299,8.3457,1.986129761,0.512099981,17.67315292
600639.SH,2018/8/31 0:00,浦东金桥,0.086,1.649862511,房地产业,7.7741,-38.995,57.2324,19.5966,16.1733,-0.24637663,16.23659706,8.5191,1.473246574,0.851999998,13.62950802
000049.SZ,2018/8/31 0:00,德赛电池,0.099,-3.211009174,电气机械及器材制造业,16.9557,-3.2343,70.5589,-3.2141,36.0083,-0.29440222,16.26943016,7.961,3.500307083,0.48179999,26.63824844
600511.SH,2018/8/31 0:00,国药股份,0.242,0.726577438,批发业,17.9917,5.496,52.1713,54.3049,53.0777,-0.04580869,16.51057053,9.7305,2.385729074,0.30250001,19.12391853
002491.SZ,2018/8/31 0:00,通鼎互联,0.22,-3.10421286,电气机械及器材制造业,9.8539,8.5925,50.0661,15.7331,10.0222,-0.28012192,16.59856415,10.147,2.265810013,-0.0396,30.03237534
002479.SZ,2018/8/31 0:00,富春环保,0.069,1.018329939,电力、热力生产和供应业,8.9285,12.7073,31.7503,-19.0949,-3.1967,-0.38360874,16.59923553,6.3773,1.199004054,1.157899976,27.862463
600811.SH,2018/8/31 0:00,东方集团,0.387,-0.748129676,批发业,3.1593,22.1973,58.1114,24.9528,17.3889,-0.13044112,16.59954071,10.3384,0.72849524,0.378899992,9.381480217
600737.SH,2018/8/31 0:00,中粮糖业,0.241,-2.281879195,农副食品加工业,10.0854,28.1141,59.2072,38.9865,15.8859,-0.07084212,16.60852814,7.817,2.039255381,0.721899986,20.20506477
600500.SH,2018/8/31 0:00,中化国际,0.216,6.358381503,化学原料及化学制品制造业,9.5033,1.8822,62.2738,134.9927,48.0879,-0.07002931,16.61312103,3.2596,1.368396282,1.295400023,25.26230812
000028.SZ,2018/8/31 0:00,国药一致,0.212,-3.582991582,批发业,11.6678,3.0886,56.3627,-6.0727,-12.9313,-0.19478136,16.72602654,10.2163,1.929761171,0.137199998,18.41551018
601966.SH,2018/8/31 0:00,玲珑轮胎,0.234,2.903225806,橡胶和塑料制品业,8.3417,13.5582,55.9697,28.2699,15.3378,-0.06611473,16.82074165,8.0972,2.074118137,0.916700006,32.3574791
600122.SH,2018/8/31 0:00,宏图高科,0.209,0,零售业,6.1985,-8.2405,56.7002,-8.5884,-7.7244,,16.91698837,8.1099,1.043335915,0.531000018,14.99159241
600004.SH,2018/8/31 0:00,白云机场,0.384,5.612244898,航空运输业,12.0566,31.2438,43.6316,3.3958,13.6469,-0.14142477,16.93155289,8.5238,1.692684054,1.748700023,26.56342316
002701.SZ,2018/8/31 0:00,奥瑞金,0.19,0.185528757,金属制品业,11.4503,18.3538,59.0003,-22.7645,7.4684,-0.06000095,16.93935776,6.9854,2.260151863,0.448500007,19.4564724
002174.SZ,2018/8/31 0:00,游族网络,0.202,-1.404853129,互联网和相关服务,14.5604,16.456,39.2655,16.8699,4.6618,-0.26765356,16.94861794,13.0234,3.372350216,1.060500026,27.59295464
603328.SH,2018/8/31 0:00,依顿电子,0.088,2.392775896,计算机、通信和其他电子设备制造业,12.3517,21.8314,14.5019,-5.1434,2.4477,-0.17855702,17.10421562,13.3136,2.354934216,0.601700008,30.2700119
601001.SH,2018/8/31 0:00,大同煤业,0.119,3.58649789,煤炭开采和洗选业,16.0456,20.7341,62.2032,28.973,0.2004,-0.14221424,17.32090569,2.6122,1.52897644,1.480599999,35.05012512
601311.SH,2018/8/31 0:00,骆驼股份,0.143,0.088105727,电气机械及器材制造业,8.408,2.3081,46.7692,5.1484,23.3474,-0.08968445,17.32600212,8.9496,1.726408482,0.467599988,19.0096035
601098.SH,2018/8/31 0:00,中南传媒,0.256,6.620209059,新闻和出版业,9.2012,9.3482,32.5378,-28.8131,-15.1391,-0.04643661,17.364851,14.6437,1.707720876,1.0079,20.82167625
600366.SH,2018/8/31 0:00,宁波韵升,0.104,6.626506024,计算机、通信和其他电子设备制造业,7.5185,-3.1824,19.7501,38.3095,26.0182,-0.34887331,17.3744278,11.3019,1.202541709,1.421900034,28.99002647
002317.SZ,2018/8/31 0:00,众生药业,0.172,-4.572564612,医药制造业,11.7795,12.4555,20.9148,0.8376,19.6048,-0.15398512,17.50240898,12.9849,2.038960934,0.496100008,21.15145874
000418.SZ,2018/8/31 0:00,小天鹅A,0.305,0,电气机械及器材制造业,17.765,10.1925,55.894,24.3949,20.9079,,17.53852081,13.6145,4.002245903,1.022899985,38.46399689
002195.SZ,2018/8/31 0:00,二三四五,0.363,-4.555314534,软件和信息技术服务业,9.8694,20.199,22.7875,30.3656,71.6319,-0.06623024,17.63190842,19.6657,2.379635572,0.809199989,38.32058334
603877.SH,2018/8/31 0:00,太平鸟,0.039,-3.203014602,纺织服装、服饰业,22.3408,6.8223,40.7693,49.3149,12.929,-0.26590354,17.6683445,9.7901,3.090343475,,
603198.SH,2018/8/31 0:00,迎驾贡酒,0.109,8.984910837,酒、饮料和精制茶制造业,23.4626,21.9807,23.4814,5.5022,7.0467,-0.05817049,17.67435265,11.6012,3.225466013,0.73150003,27.10555649
600062.SH,2018/8/31 0:00,华润双鹤,0.254,-1.728553137,医药制造业,14.4345,18.9207,23.7842,12.937,29.85,-0.20034854,17.69429588,11.0904,2.172380924,0.586899996,23.49492264
002444.SZ,2018/8/31 0:00,巨星科技,0.165,-0.293255132,金属制品业,11.0041,7.5523,19.9701,-3.2442,30.5437,-0.18575096,17.72058487,12.934,1.743622661,0.750699997,21.0011158
000999.SZ,2018/8/31 0:00,华润三九,0.314,-3.288718929,医药制造业,15.3679,14.8104,35.1848,8.2357,29.8497,-0.0478599,17.84971619,12.3902,2.422310591,0.233799994,20.64050293
600633.SH,2018/8/31 0:00,浙数文化,0.169,1.607347876,互联网和相关服务,9.9832,22.2751,12.2678,-63.6465,-47.5749,-0.27185502,17.90721512,13.1127,1.460751534,0.75849998,28.97132111
600717.SH,2018/8/31 0:00,天津港,0.191,2.153432032,水上运输业,7.1406,17.1476,42.3431,-30.614,-3.7175,-0.19431886,17.92216301,4.372,0.807433069,0.855300009,28.73922539
002242.SZ,2018/8/31 0:00,九阳股份,0.154,-0.608272506,电气机械及器材制造业,23.5574,4.338,31.8441,-1.2751,4.7389,-0.02696084,17.97427559,14.4554,3.70091033,0.367300004,17.49232674
002573.SZ,2018/8/31 0:00,清新环境,0.224,0,生态保护和环境治理业,13.8235,0.0855,60.074,-9.6366,25.5511,,17.97941017,8.2225,2.761836052,0.889599979,35.76754379
601020.SH,2018/8/31 0:00,华钰矿业,0.053,-1.637764933,有色金属矿采选业,12.88,37.7826,39.6027,13.262,66.9121,-0.40574108,18.04719925,11.8519,2.870861292,1.624799967,42.45187378
603885.SH,2018/8/31 0:00,吉祥航空,0.207,2.080123267,航空运输业,11.9046,20.2151,56.4886,12.7251,22.14,-0.09443563,18.05236435,8.375,2.688831568,0.557399988,19.13015556
000012.SZ,2018/8/31 0:00,南玻A,0.162,2.263374486,非金属矿物制品业,7.8354,19.3589,55.5832,6.5434,17.7083,-0.21894695,18.06042862,6.1596,1.615779757,1.74150002,28.85181046
002345.SZ,2018/8/31 0:00,潮宏基,0.082,-2.521008403,其他制造业,7.8491,6.5732,35.7735,14.4669,7.4918,-0.35944889,18.18899918,10.8249,1.498638749,0.850000024,25.35964775
000528.SZ,2018/8/31 0:00,柳工,0.262,1.603773585,专用设备制造业,5.5839,-0.987,60.1165,157.6181,76.1329,0.14415949,18.21530342,9.7011,1.287076831,0.408600003,25.15942383
600143.SH,2018/8/31 0:00,金发科技,0.262,-1.99556541,橡胶和塑料制品业,6.6256,9.0872,53.4794,26.43,13.8342,-0.21075191,18.21668434,7.0331,1.201998234,0.724099994,27.15024376
600037.SH,2018/8/31 0:00,歌华有线,0.201,1.758014478,电信、广播电视和卫星传输服务,4.8149,40.2242,17.2711,6.9993,1.0618,-0.18327717,18.30093956,11.2775,1.074009895,0.754000008,16.5532093
002147.SZ,2018/8/31 0:00,新光圆成,0.328,0,房地产业,19.4278,-5.083,47.6611,6.2382,-51.7482,,18.32279396,9.9698,3.297022104,0.509199977,18.3417244
600138.SH,2018/8/31 0:00,中青旅,0.271,5.976095618,商务服务业,14.9722,-6.8992,41.0031,19.5307,16.932,-0.2108261,18.34492302,7.4897,1.949935317,1.514500022,25.93053246
600422.SH,2018/8/31 0:00,昆药集团,0.121,-4.318488529,医药制造业,8.1277,5.4727,43.7439,-19.7324,22.0791,-0.21566979,18.35577202,10.9426,1.55053091,0.497599989,21.27720451
600499.SH,2018/8/31 0:00,科达洁能,0.22,-1.405975395,专用设备制造业,6.4468,-1.2494,55.782,85.448,33.4701,-0.3799846,18.37888336,9.7083,1.568417668,1.171399951,32.73091125
600648.SH,2018/8/31 0:00,外高桥,0.206,-7.661290323,批发业,6.6182,18.6832,68.0172,53.7341,21.9659,-0.11506548,18.42206192,8.0301,1.836720943,0.592400014,15.00752735
600021.SH,2018/8/31 0:00,上海电力,0.237,0.667556742,电力、热力生产和供应业,7.5644,24.1815,77.7478,61.0384,22.9786,-0.10773354,18.43359184,2.6323,1.442806125,0.480399996,21.79924583
000090.SZ,2018/8/31 0:00,天健集团,0.128,1.369863014,土木工程建筑业,5.192,-50.5701,75.0013,-26.0107,2.7971,-0.20961514,18.50532722,8.0289,1.348351359,0.961600006,23.43187523
600884.SH,2018/8/31 0:00,杉杉股份,0.281,4.39628483,电气机械及器材制造业,8.8847,-7.4249,52.7913,105.1357,21.3726,-0.13135201,18.51009941,9.7509,1.815159082,0.465700001,46.62784576
600179.SH,2018/8/31 0:00,安通控股,0.206,-8.710033076,装卸搬运和其他运输代理,17.5389,10.7753,68.9783,-9.5347,40.4142,-0.3724516,18.5973835,10.1856,3.810912609,1.097900033,34.8419342
002191.SZ,2018/8/31 0:00,劲嘉股份,0.224,-3.436018957,印刷和记录媒介复制业,12.3904,27.3173,20.6064,23.3451,8.0958,-0.0285625,18.73289108,11.8162,1.951157451,0.408100009,20.65470505
600017.SH,2018/8/31 0:00,日照港,0.173,0,水上运输业,5.4288,29.4318,42.2143,93.929,13.0885,-0.17630962,18.82465744,5.4408,0.855168045,0.980700016,16.57538033
600598.SH,2018/8/31 0:00,北大荒,0.213,0.879765396,农业,14.6807,45.1889,32.6968,49.4815,11.3493,-0.02276253,18.82500648,15.8321,2.932191372,1.197900057,22.26378059
300287.SZ,2018/8/31 0:00,飞利信,0.197,-4.384485666,软件和信息技术服务业,7.0873,-17.2236,27.4821,22.8785,28.423,-0.2748513,18.87739754,14.7308,1.377482533,0.256399989,29.94889069
600751.SH,2018/8/31 0:00,海航科技,0.305,-18.95223421,批发业,5.5823,1.6091,84.6417,267.4865,75.3942,-0.18204008,19.18593597,3.4942,1.161044359,0.656599998,27.79491234
002344.SZ,2018/8/31 0:00,海宁皮城,0.093,2.953586498,商务服务业,5.2113,38.6008,29.4011,-19.8594,-11.6864,-0.16096851,19.28537369,8.4972,0.845207691,0.98150003,20.04363823
300297.SZ,2018/8/31 0:00,蓝盾股份,0.129,-6.166219839,软件和信息技术服务业,8.9167,1.0943,50.3322,16.4599,6.9232,-0.23459913,19.29542732,9.8924,2.004074097,0.45660001,17.85051537
002375.SZ,2018/8/31 0:00,亚厦股份,0.107,1.663585952,建筑装饰和其他建筑业,4.9331,-0.742,60.0404,10.9006,2.9649,-0.1937796,19.31625748,13.2391,0.963429034,1.083699942,21.53874397
002416.SZ,2018/8/31 0:00,爱施德,0.063,5.366726297,批发业,6.0741,2.1154,59.2991,48.768,25.5589,-0.15238763,19.45846176,10.1962,1.339022279,0.817600012,21.72511292
300113.SZ,2018/8/31 0:00,顺网科技,0.19,5.252918288,互联网和相关服务,23.7477,34.4377,16.3473,17.2482,25.3726,-0.13719233,19.48872566,14.9191,3.685123444,0.374000013,33.04198837
000156.SZ,2018/8/31 0:00,华数传媒,0.144,5.350772889,广播、电视、电影和影视录音制作业,5.0531,41.0022,29.1044,5.8403,2.9472,-0.19680389,19.52554512,10.3889,1.224738955,0.870599985,18.45153809
600335.SH,2018/8/31 0:00,国机汽车,0.131,0,批发业,5.6184,-16.6688,69.5194,-22.7057,-11.84,,19.58149338,6.8468,1.391640782,0.253300011,30.53363037
600597.SH,2018/8/31 0:00,光明乳业,0.179,-1.368421053,食品制造业,13.6591,7.6032,58.9058,7.947,2.2022,-0.23679535,19.58506203,5.3259,2.103771687,1.350800037,27.2236824
002672.SZ,2018/8/31 0:00,东江环保,0.18,-0.690250216,废弃资源综合利用业,10.4351,26.211,53.1917,1.7742,17.8105,-0.23003174,19.66721535,9.4827,2.642416239,1.063599944,30.57346725
000401.SZ,2018/8/31 0:00,冀东水泥,0.298,9.523809524,非金属矿物制品业,7.0442,18.8178,72.6709,-14.1403,21.6598,-0.13762307,19.76662064,3.4595,1.413897872,1.173699975,50.05696106
603569.SH,2018/8/31 0:00,长久物流,0.031,15.07064364,商务服务业,18.2916,-5.01,50.3069,18.4109,6.6964,-0.13606983,19.79431343,13.9966,3.690864325,1.432000041,41.24982834
000848.SZ,2018/8/31 0:00,承德露露,0.149,5.81257414,酒、饮料和精制茶制造业,31.9026,22.4978,16.5643,8.0059,7.4566,-0.05380647,19.88719177,14.7045,4.953766346,1.245100021,29.82071877
300088.SZ,2018/8/31 0:00,长信科技,0.311,-3.649635036,计算机、通信和其他电子设备制造业,10.8599,4.7944,50.0035,18.5158,-29.7727,-0.2480686,19.93211746,10.7176,2.702074289,0.416900009,27.35808945
001696.SZ,2018/8/31 0:00,宗申动力,0.094,4.75161987,铁路、船舶、航空航天和其他运输设备制造业,7.767,-11.5181,51.4493,-6.2526,9.5159,-0.1038223,19.99681473,9.3787,1.424399734,0.528500021,18.47197533
600053.SH,2018/8/31 0:00,九鼎投资,0.052,-6.171107994,其他金融业,11.7054,140.056,61.3663,-50.9116,-38.6246,-0.39788422,20.02390289,14.0187,2.874945879,0.612999976,40.96473312
600307.SH,2018/8/31 0:00,酒钢宏兴,0.203,-0.943396226,黑色金属冶炼及压延加工,4.1629,7.2463,73.717,306.4352,24.2,-0.18571827,20.07339859,4.9662,1.282065988,1.138399959,25.8529377
600827.SH,2018/8/31 0:00,百联股份,0.223,0.890868597,零售业,7.8941,4.8769,54.4704,16.8499,1.7233,-0.2223755,20.07444763,6.0616,1.005033731,1.381299973,32.53380203
002681.SZ,2018/8/31 0:00,奋达科技,0.087,-0.447427293,计算机、通信和其他电子设备制造业,7.094,22.5366,26.9734,16.3877,64.6408,-0.36194633,20.13423538,11.7527,1.473968625,0.2324,32.49327469
002273.SZ,2018/8/31 0:00,水晶光电,0.241,-9.206081081,计算机、通信和其他电子设备制造业,11.5642,8.5604,29.9142,51.2138,7.4784,-0.32099281,20.22942352,13.0253,2.682431221,0.85710001,32.10079193
601717.SH,2018/8/31 0:00,郑煤机,0.168,7.84,专用设备制造业,5.7029,0.4799,55.7728,272.8756,232.0486,0.04774236,20.2319622,7.2553,1.057183266,0.077100001,23.79560661
600572.SH,2018/8/31 0:00,康恩贝,0.277,-1.179941003,医药制造业,13.2111,9.6855,44.9226,80.2742,22.9592,-0.04262624,20.42329979,13.1423,3.133929729,0.414299995,15.17518997
300039.SZ,2018/8/31 0:00,上海凯宝,0.099,-0.200400802,医药制造业,12.3176,16.9456,11.8498,-8.6571,-0.155,-0.19973023,20.45019722,15.3198,2.185599327,1.129400015,19.32033348
300026.SZ,2018/8/31 0:00,红日药业,0.196,-2.78551532,医药制造业,9.4745,20.6735,12.6399,-17.3761,9.2754,-0.13461985,20.45087624,13.5024,1.583171964,0.820299983,20.2632618
601200.SH,2018/8/31 0:00,上海环境,0.154,1.131541726,生态保护和环境治理业,9.0139,28.966,47.0288,-11.7016,-7.8109,-0.28685835,20.67350578,9.9873,1.804948807,,
600996.SH,2018/8/31 0:00,贵广网络,0.068,1.269393512,电信、广播电视和卫星传输服务,6.199,18.825,56.7094,-20.4438,22.9006,-0.21008569,20.67370033,7.438,1.739010453,,
002004.SZ,2018/8/31 0:00,华邦健康,0.214,-0.202839757,化学原料及化学制品制造业,6.0397,10.3633,52.3634,35.4572,22.522,-0.18280609,20.72674179,5.5381,1.079899192,0.808399975,15.6778307
